gen,fitness,w1,w2,w3,w4
0,0.628,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
0,0.473,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
0,0.008,0.5031203397927436,-0.05666820121101481,-0.6616070413409788,-0.5531136967264313
0,0.006,0.40668349261174536,-0.778063714817071,-0.17633751743638773,-0.44511849261353276
0,0.006,-0.04936523385838822,0.10546292566118481,0.1880451657311544,0.9752331314317785
0,0.005,0.4110798236769628,0.6006041526856599,-0.04246123713803223,-0.6844596947104814
0,0.004,-0.5544831530129997,0.380641855731656,0.7333236096868587,-0.09948212988149831
0,0.004,-0.20771849634437659,0.21926556828627108,0.6262517167091382,-0.7187380775772126
0,0.004,-0.5668172657490076,0.5577050868066066,0.0822966248033738,0.60075826165341
0,0.002,0.9596421834409158,-0.1733232944816555,-0.11675349363160814,-0.18818750509954457
0,0.002,-0.4950206760838835,-0.5737193498248025,0.2131238195625518,0.6167486322815231
0,0.002,-0.4732788384255271,-0.8597029647920257,0.06702757072411332,0.1800701479679766
0,0.002,-0.4559562296584777,-0.7095091423668993,0.22495760631175982,0.4879495556877737
0,0.0,0.3793139246646391,0.5535625051198934,0.46142956048388006,-0.5803208252273477
0,0.0,0.31215107451953883,-0.7878658211942386,-0.15017496992551152,-0.5091921374865257
0,0.0,0.08643019012501592,0.7033048447091329,0.6952143823983886,-0.1207024446730189
0,0.0,0.11240270709940704,0.21492681410655284,0.5622663318989661,-0.7905875460868415
0,0.0,0.2335499309009624,0.6940369146096717,-0.6685118550682237,0.1298425606975045
0,0.0,0.7301982749261648,0.1723772780624232,0.40369213830561734,-0.523573500831432
0,0.0,0.4009556393018256,-0.25218836374998205,0.753334051397658,-0.45620544879030317
1,0.649,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
1,0.489,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
1,0.46699999999999997,-0.7425723263230724,0.5860440795811009,-0.23874437954527966,-0.21940783532640806
1,0.426,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
1,0.015999999999999997,0.5031203397927436,-0.05666820121101481,-0.6616070413409788,-0.5531136967264313
1,0.01,0.4110798236769628,0.6006041526856599,-0.04246123713803223,-0.6844596947104814
1,0.006,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
1,0.004,-0.20771849634437659,0.21926556828627108,0.6262517167091382,-0.7187380775772126
1,0.004,0.0,0.0,0.0,-0.0
1,0.004,-0.37107547815601954,0.8210233542340737,0.30796151064486094,0.3055868931659991
1,0.002,0.9596421834409158,-0.1733232944816555,-0.11675349363160814,-0.18818750509954457
1,0.002,-0.4559562296584777,-0.7095091423668993,0.22495760631175982,0.4879495556877737
1,0.002,0.3793139246646391,0.5535625051198934,0.46142956048388006,-0.5803208252273477
1,0.0,0.40668349261174536,-0.778063714817071,-0.17633751743638773,-0.44511849261353276
1,0.0,-0.04936523385838822,0.10546292566118481,0.1880451657311544,0.9752331314317785
1,0.0,-0.5544831530129997,0.380641855731656,0.7333236096868587,-0.09948212988149831
1,0.0,-0.5668172657490076,0.5577050868066066,0.0822966248033738,0.60075826165341
1,0.0,-0.4950206760838835,-0.5737193498248025,0.2131238195625518,0.6167486322815231
1,0.0,-0.4732788384255271,-0.8597029647920257,0.06702757072411332,0.1800701479679766
1,0.0,0.11240270709940706,0.21492681410655287,0.5622663318989662,-0.7905875460868415
2,0.678,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
2,0.675,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
2,0.661,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
2,0.6599999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
2,0.499,-0.7425723263230724,0.5860440795811009,-0.23874437954527966,-0.21940783532640806
2,0.49399999999999994,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
2,0.4780000000000001,-0.5990810152299384,0.18149498140101897,-0.6975097470262175,-0.3487716469564754
2,0.4600000000000001,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
2,0.024,0.5031203397927436,-0.05666820121101481,-0.6616070413409788,-0.5531136967264313
2,0.006,0.4110798236769628,0.6006041526856599,-0.04246123713803223,-0.6844596947104814
2,0.006,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
2,0.004,0.0,0.0,0.0,-0.0
2,0.004,0.0,0.0,0.0,-0.0
2,0.002,-0.20771849634437659,0.21926556828627108,0.6262517167091382,-0.7187380775772126
2,0.002,-0.37107547815601954,0.8210233542340737,0.30796151064486094,0.3055868931659991
2,0.002,0.9596421834409158,-0.1733232944816555,-0.11675349363160814,-0.18818750509954457
2,0.002,0.3793139246646391,0.5535625051198934,0.46142956048388006,-0.5803208252273477
2,0.002,0.40668349261174536,-0.778063714817071,-0.17633751743638773,-0.44511849261353276
2,0.0,-0.4559562296584777,-0.7095091423668993,0.22495760631175982,0.4879495556877737
2,0.0,-0.41215192150246116,0.13200513028628355,0.8379580294688386,-0.332463201014235
3,0.687,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
3,0.6799999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
3,0.6659999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
3,0.6539999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
3,0.648,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
3,0.5050000000000001,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
3,0.496,-0.7425723263230724,0.5860440795811009,-0.23874437954527966,-0.21940783532640806
3,0.491,-0.5990810152299384,0.18149498140101897,-0.6975097470262175,-0.3487716469564754
3,0.48200000000000004,-0.7425723263230724,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
3,0.45699999999999996,-0.7086436761937037,0.406312387464878,-0.4929427769871805,-0.29956936191712086
3,0.44000000000000006,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
3,0.438,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
3,0.11100000000000002,0.5031203397927436,-0.05666820121101481,-0.6616070413409788,-0.5531136967264313
3,0.013000000000000001,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
3,0.004,0.9575872800394409,-0.057899576766301496,-0.022626491969302043,-0.28135792503164253
3,0.002,0.0,0.0,0.0,-0.0
3,0.002,-0.20771849634437659,0.21926556828627108,0.6262517167091382,-0.7187380775772126
3,0.0,0.4110798236769628,0.6006041526856599,-0.04246123713803223,-0.6844596947104814
3,0.0,0.0,0.0,0.0,-0.0
3,0.0,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
4,0.6839999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
4,0.6620000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
4,0.662,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
4,0.64,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
4,0.631,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
4,0.627,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
4,0.548,-0.7086436761937037,0.406312387464878,-0.4929427769871805,-0.29956936191712086
4,0.536,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
4,0.53,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
4,0.5280000000000001,-0.6915993817332364,0.3566562549027319,-0.5451672257265295,-0.3118963081195449
4,0.5269999999999999,-0.601479320161204,0.18017089583785934,-0.6957739617296858,-0.34879746256298505
4,0.49399999999999994,-0.5990810152299384,0.18149498140101897,-0.6975097470262175,-0.3487716469564754
4,0.48900000000000005,-0.7425723263230724,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
4,0.471,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
4,0.46799999999999997,-0.7425723263230724,0.5860440795811009,-0.23874437954527966,-0.21940783532640806
4,0.4170000000000001,-0.7425723263230724,0.586044079581101,-0.23874437954527966,-0.21940783532640806
4,0.014000000000000002,0.5031203397927436,-0.05666820121101481,-0.6616070413409788,-0.5531136967264313
4,0.012,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
4,0.006,-0.20771849634437659,0.21926556828627108,0.6262517167091382,-0.7187380775772126
4,0.002,0.4110798236769628,0.60060415268566,-0.04246123713803224,-0.6844596947104815
5,0.6900000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
5,0.6769999999999998,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
5,0.6739999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
5,0.6659999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
5,0.6600000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
5,0.651,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
5,0.5640000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
5,0.546,-0.601479320161204,0.18017089583785934,-0.6957739617296858,-0.34879746256298505
5,0.538,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
5,0.534,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
5,0.5329999999999999,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
5,0.519,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
5,0.5119999999999999,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
5,0.506,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
5,0.504,-0.5989959352197838,0.18159520323392245,-0.6975012289331721,-0.34888262695256367
5,0.48600000000000004,-0.7086436761937037,0.406312387464878,-0.4929427769871805,-0.29956936191712086
5,0.48600000000000004,-0.6869946319494203,0.36135252928368694,-0.5447266204048037,-0.31738877465235527
5,0.485,-0.5990810152299384,0.18149498140101897,-0.6975097470262175,-0.3487716469564754
5,0.46799999999999997,-0.6915993817332364,0.3566562549027319,-0.5451672257265295,-0.3118963081195449
5,0.46499999999999997,-0.7425723263230724,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
6,0.687,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.673,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.672,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
6,0.6529999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
6,0.64,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
6,0.603,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
6,0.539,-0.6956412233046982,0.3657744132351824,-0.5345656431475246,-0.3106958967026674
6,0.5379999999999999,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
6,0.5240000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
6,0.524,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
6,0.52,-0.6567590767648991,0.28326287245572884,-0.6158080205628199,-0.33046957800310234
6,0.508,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
6,0.506,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
6,0.504,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
6,0.4960000000000001,-0.601479320161204,0.18017089583785934,-0.6957739617296858,-0.34879746256298505
6,0.49499999999999994,-0.6981239586210848,0.37335456544444023,-0.5269047884925803,-0.30919354896991075
6,0.489,-0.6944962501197234,0.3637270016028463,-0.5378633859662167,-0.3099687160208307
6,0.47700000000000004,-0.743503864182611,0.5837830771782031,-0.2416358246973638,-0.21911515458475003
6,0.45899999999999996,-0.6912131265778529,0.35572488886159226,-0.5461214624233148,-0.3121467048864952
6,0.38399999999999995,-0.7435038641826109,0.5837830771782031,-0.24163582469736375,-0.21911515458475
7,0.6990000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.6869999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
7,0.683,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.6600000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
7,0.657,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
7,0.6450000000000001,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
7,0.645,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
7,0.539,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
7,0.538,-0.6423507638141794,0.2521451427075103,-0.6407190334302932,-0.3365820010584348
7,0.524,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
7,0.5210000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
7,0.517,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
7,0.5149999999999999,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
7,0.513,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
7,0.5120000000000001,-0.6929616177567516,0.36114627489838375,-0.5408113471079934,-0.31128869443364643
7,0.5069999999999999,-0.6579463271497039,0.28440174046285865,-0.6136131238849608,-0.3312117371230244
7,0.506,-0.7425723263230722,0.5860440795811009,-0.23874437954527963,-0.21940783532640806
7,0.497,-0.6956412233046982,0.3657744132351824,-0.5345656431475246,-0.3106958967026674
7,0.487,-0.6463128165267116,0.26034399764678173,-0.6348941829648876,-0.33378154910053
7,0.44299999999999995,-0.6567590767648991,0.28326287245572884,-0.6158080205628199,-0.33046957800310234
8,0.708,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
8,0.6950000000000001,-0.5992962640453379,0.1761754861810322,-0.6987602640339767,-0.3486262746514449
8,0.6600000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
8,0.6570000000000001,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
8,0.6529999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.6519999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.642,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
8,0.6289999999999999,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
8,0.548,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
8,0.5349999999999999,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
8,0.529,-0.6574544177081264,0.28193332754972983,-0.6150433449651685,-0.3316458521779852
8,0.528,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
8,0.521,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
8,0.501,-0.6191047058634869,0.21039668090428248,-0.6745013446322622,-0.34276892497923067
8,0.49700000000000005,-0.652547837068801,0.2755837754151664,-0.622704636700894,-0.3323760498230284
8,0.4960000000000001,-0.6215056384324308,0.220182095866832,-0.6684007183149042,-0.34422531256795436
8,0.4790000000000001,-0.703764877495131,0.39285473640936325,-0.5080258380641001,-0.3037925297703382
8,0.45999999999999996,-0.6260503049701002,0.22342165804348327,-0.664678479114259,-0.3410957310877709
8,0.454,-0.7120545202944989,0.41220030571551336,-0.4843901245278039,-0.297381027229625
8,0.437,-0.6423507638141794,0.2521451427075103,-0.6407190334302932,-0.3365820010584348
9,0.71,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.691,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
9,0.6739999999999999,-0.5997794361264661,0.17724003816213582,-0.6984123114661005,-0.3479523531529591
9,0.6679999999999999,-0.598802257762535,0.17508935263846478,-0.6991137575884493,-0.3493129379821095
9,0.665,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.6639999999999999,-0.5988022577625349,0.17508935263846476,-0.6991137575884492,-0.34931293798210944
9,0.647,-0.6007907200770929,0.17947539377233948,-0.6976768933792014,-0.3465343361692437
9,0.6259999999999999,-0.5997772702992118,0.1772352613255703,-0.6984138760730844,-0.34795537915637004
9,0.607,-0.5992962640453379,0.1761754861810322,-0.6987602640339767,-0.3486262746514449
9,0.5840000000000001,-0.6191047058634869,0.21039668090428248,-0.6745013446322622,-0.34276892497923067
9,0.562,-0.5978715756932718,0.1793022132885802,-0.6982714349375316,-0.35045299033984734
9,0.553,-0.6593090231132218,0.29278654178088487,-0.6085124177011635,-0.33060594443682373
9,0.548,-0.6207554374327703,0.2175516358457983,-0.670106017807402,-0.3439358916088478
9,0.5349999999999999,-0.6287328385566902,0.23033211049582147,-0.6597352923467684,-0.3411619565940959
9,0.53,-0.6814888782512731,0.3351830157414414,-0.5666298869336378,-0.31961825043615216
9,0.49800000000000005,-0.6283432166120516,0.2330625399467679,-0.6583448635902104,-0.34270788610063924
9,0.49799999999999994,-0.6574544177081264,0.28193332754972983,-0.6150433449651685,-0.3316458521779852
9,0.49300000000000005,-0.5967716665134943,0.1842060398314802,-0.6972718634507343,-0.3517721725438929
9,0.48100000000000004,-0.5978932643225737,0.18289174334853764,-0.6973891245007292,-0.3503179466152656
9,0.45,-0.731729439085681,0.478406565112734,-0.4021690837281113,-0.27195443464978003
